word,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
vapour,"steam-rising-from-a-cup-of-tea-on-a-cold,-winter-morning",a-humidifier-creating-a-misty-atmosphere-in-a-nursery,a-fog-machine-creating-a-spooky-atmosphere-at-a-haunted-house,a-misty-mountain-range-with-peaks-shrouded-in-cloud,a-kettle-boiling-water-in-a-traditional-japanese-tea-house,a-sauna-room-with-steam-rising-from-the-heated-stones,smoke-rising-from-a-barbecue-grill-on-a-backyard-patio,a-mirror-with-foggy-condensation-forming-on-the-surface,steam-escaping-from-a-pressure-cooker-on-a-stovetop,"a-cloud-of-exhaled-breath-visible-in-a-cold,-air-conditioned-office",a-person-taking-a-hot-bath-with-steam-rising-from-the-water,a-person-exhaling-fog-onto-a-cold-winter-morning,a-person-exhaling-foggy-breath-into-the-cold-air,a-steam-train-puffing-out-white-clouds-of-vapor,a-cloud-of-cooking-spray-misting-up-in-the-air-while-cooking,a-cloud-of-dry-ice-dissolving-in-a-dark-room-for-a-spooky-effect,condensation-forming-on-the-outside-of-a-cold-glass-of-water,a-rainstorm-with-droplets-hitting-the-pavement-and-creating-a-misty-atmosphere,a-cloud-of-hairspray-misting-up-in-the-air-after-styling,clouds-gathering-on-a-mountain-peak-on-a-stormy-day,"a-dense,-foggy-valley-with-trees-and-buildings-shrouded-in-mist",steam-rising-from-a-boiling-kettle-on-the-kitchen-counter,a-foggy-car-windshield-on-a-chilly-winter-morning,a-dense-fog-rolling-in-over-a-calm-lake,steam-escaping-from-a-kettle-on-a-stovetop
velvet,"a-rich,-purple-colored-evening-bag-placed-on-a-silver-tray-with-other-accessories","a-delicate,-hand-painted-design-on-a-blue,-velvet-covered-box","a-woman-wearing-a-black,-floor-length-evening-gown-made-of-velvet-at-a-formal-gala","a-woman's-hand-smoothing-out-wrinkles-on-a-soft,-beige-velvet-tablecloth","a-child-playing-with-a-soft,-red-velvet-ball-on-a-plush-carpet","a-gold-embroidered,-dark-blue-velvet-vest-hanging-on-a-tailor's-rack","a-soft,-pile-of-blue-velvet-fabric-being-stretched-over-a-frame-in-a-textile-studio","a-close-up-view-of-the-intricate,-beaded-embroidery-on-a-piece-of-bright-pink-velvet",a-velvet-covered-photo-album-sitting-on-a-coffee-table-in-a-cozy-study,a-dark-red-velvet-curtain-being-drawn-open-to-reveal-a-stage,"a-black,-velvet-covered-photo-frame-sitting-on-a-desk-with-other-mementos","a-delicate,-silver-brooch-pinned-to-a-black,-velvet-covered-hat","a-close-up-view-of-the-velvety-texture-of-a-fresh,-red-rose-petal",a-christmas-tree-decorated-with-red-and-green-velvet-ribbons-and-ornaments,"a-luxurious,-red-dress-draped-over-a-velvet-covered-mannequin-in-a-high-end-fashion-store","a-person-holding-a-black,-velvety,-photo-album-with-family-pictures","a-rich,-emerald-green-colored,-velvet-covered-throw-pillow-on-a-couch","a-black,-velvet-covered-music-box-sitting-on-a-shelf-with-other-trinkets","a-close-up-view-of-intricate,-gold-embroidery-on-a-velvet-pillowcase","a-luxurious,-cream-colored-wedding-cake-with-black-velvet-accents","a-close-up-view-of-a-piece-of-velvety,-soft,-moss-on-a-forest-floor","a-woman's-handbag-made-of-rich,-dark-brown-velvet-with-gold-hardware-and-a-chain-strap",a-pair-of-black-velvet-gloves-lying-on-a-velvet-covered-mannequin,"a-man-holding-a-bright-red,-velvety-rose-in-his-hand-on-valentine's-day","a-pair-of-black,-velvety,-leather-gloves-hanging-on-a-hook-in-a-closet"
vessel,"a-large,-ornate-teapot-on-a-wooden-table",a-wine-glass-filled-with-red-wine-on-a-table-with-fine-china,a-plastic-bucket-filled-with-sand-on-a-beach,a-man-holding-a-champagne-bottle-at-a-wedding-reception,"a-sailing-boat-with-a-large,-bellied-hull","a-sailboat-navigating-through-calm,-blue-waters-of-the-ocean",a-tea-infuser-being-submerged-in-a-teapot,"a-delicate,-antique-teacup-displayed-on-a-shelf-in-a-curio-cabinet",a-stainless-steel-pot-hanging-from-a-hook-in-a-well-organized-kitchen,a-wooden-canoe-gliding-across-a-serene-lake-at-dawn,a-stainless-steel-water-bottle-on-a-hiking-trail,a-person-pouring-oil-from-a-can-into-a-car-engine,"a-large,-ornate-urn-on-a-grave-site","a-person-carrying-a-large,-stackable-plastic-container-up-stairs","a-bottle-of-soda-with-a-refreshing,-icy-drink-on-a-hot-summer-day","a-boat-anchored-in-a-tranquil,-crystal-clear-lagoon","a-person-lifting-a-heavy,-metal-oil-drum-with-a-forklift",a-set-of-measuring-cups-and-spoons-on-a-kitchen-countertop,"a-person-pouring-juice-from-a-large,-glass-pitcher-into-glasses",a-fishing-boat-pulling-in-a-net-full-of-fresh-catch,a-woman-filling-a-glass-from-a-pitcher-in-the-kitchen,a-sailor-carefully-navigating-a-small-sailboat-through-calm-waters,"a-metal-bucket-with-a-rope-attached-to-it,-sitting-on-a-dock","a-canoe-paddling-through-a-serene,-forested-lake",a-stack-of-plastic-cups-in-a-cardboard-box-on-a-beach
victim,a-person's-personal-belongings-taken-by-police-as-evidence,a-person-being-taken-away-in-an-ambulance,a-close-up-view-of-a-person's-bruised-and-swollen-face,a-person-being-helped-to-their-feet-by-a-concerned-bystander,a-crime-scene-tape-surrounding-a-person-who-has-been-injured,a-911-operator-talking-on-the-phone-in-an-emergency-call-center,"a-child-huddled-in-a-corner,-crying-after-being-bullied-at-school","a-hospital-room-with-a-patient-lying-in-a-bed,-surrounded-by-medical-equipment",a-crime-scene-tape-surrounding-a-street-or-building,"a-person-lying-on-the-ground,-clutching-their-stomach-in-pain",a-person-being-interviewed-by-a-journalist-about-their-experience-as-a-victim,a-person-being-treated-by-a-doctor-in-a-medical-examination-room,"a-woman-covering-her-face,-visibly-shaken-after-a-traumatic-event",a-judge-in-a-courtroom-looking-at-a-victim-impact-statement,a-person-being-comforted-by-a-loved-one-after-a-traumatic-event,a-person-being-questioned-by-a-detective-in-a-quiet-room,a-paramedic-loading-an-injured-person-into-an-ambulance,a-person-being-helped-by-a-victim-support-hotline-counselor,a-person's-voice-being-recorded-by-a-911-operator,a-person-being-identified-by-a-police-sketch-artist,a-person's-testimony-being-taken-by-a-court-reporter,a-person-being-consoled-by-a-friend-or-family-member-after-a-traumatic-event,a-news-report-on-a-tv-screen-about-a-tragic-event,a-person-being-interviewed-by-a-journalist-in-a-news-studio,a-person-holding-a-photo-of-a-loved-one-who-has-passed-away
village,a-cobblestone-street-lined-with-old-shops-and-artisan-workshops,a-village-church-with-stained-glass-windows-and-a-graveyard-with-old-tombstones,a-small-village-pub-with-a-wooden-exterior-and-a-warm-glow-emanating-from-within,"a-bustling-town-square-with-a-fountain,-surrounded-by-old-buildings-and-market-stalls",a-village-cricket-pitch-with-a-white-picket-fence-surrounding-it,a-group-of-children-playing-near-a-village-well,a-village-church-with-a-steeply-pitched-roof-and-a-tall-steeple,a-village-hall-with-a-noticeboard-advertising-local-events-and-a-village-fete,a-village-farmer's-market-with-a-variety-of-local-produce-and-crafts,"a-narrow,-winding-path-leading-to-a-secluded-village-waterfall","a-village-elder-sitting-on-a-bench,-surrounded-by-villagers-chatting-and-laughing",a-village-school-with-a-playground-and-a-teacher-leading-a-class,a-village-pub-with-a-wooden-sign-creaking-in-the-wind-and-patrons-enjoying-a-pint,a-village-blacksmith-shop-with-a-large-anvil-and-hammer-on-the-workbench,a-cobblestone-street-lined-with-old-stone-cottages,a-village-tea-room-with-a-cozy-atmosphere-and-lace-tablecloths,a-narrow-village-lane-with-old-stone-walls-and-overhanging-trees,a-horse-drawn-carriage-passing-by-a-picturesque-village-square,a-traditional-village-bakery-with-a-brick-oven-and-bread-display,a-group-of-villagers-working-together-to-repair-a-village-bridge,a-village-hall-with-a-large-banner-announcing-an-upcoming-event,a-village-school-with-a-playground-and-a-swing-set,a-village-signpost-pointing-to-nearby-towns-and-landmarks,a-cobblestone-street-lined-with-old-shops-and-a-small-village-church,a-family-tending-to-a-garden-plot-outside-their-village-home
virtue,a-friend-being-supportive-and-present-during-a-difficult-time,a-person-standing-up-for-the-environment-in-a-public-forum,a-person-mediating-a-conflict-between-two-friends,"a-teacher-guiding-a-student-through-a-math-problem,-using-a-whiteboard",a-leader-acknowledging-and-learning-from-their-mistakes,a-businessman-refusing-a-bribe-from-a-corrupt-official,a-person-showing-gratitude-by-sending-a-thoughtful-thank-you-note,a-business-leader-making-a-charitable-donation-to-a-local-food-bank,a-judge-delivering-a-fair-and-impartial-verdict-in-a-courtroom,a-person-standing-up-for-a-friend-who-is-being-bullied,"a-person-advocating-for-environmental-conservation,-holding-a-sign",a-parent-having-a-heart-to-heart-conversation-with-their-child,a-mentor-guiding-a-young-person-in-a-professional-setting,a-coach-encouraging-their-athlete-to-persevere-through-a-difficult-challenge,a-person-respecting-the-environment-and-reducing-their-carbon-footprint,a-person-volunteering-at-a-local-animal-shelter,a-couple-holding-hands-and-walking-through-a-beautiful-park-on-a-sunny-day,a-mother-patiently-listening-to-her-child's-problems,"a-person-participating-in-a-peaceful-protest,-holding-a-sign","a-teacher-creating-a-lesson-plan,-with-educational-materials","a-judge-wearing-a-robe,-with-a-gavel-in-hand",a-business-owner-being-transparent-and-honest-in-a-company-meeting,a-mother-comforting-her-crying-child,"a-person-making-amends-with-someone-they-wronged,-with-a-bouquet-of-flowers","a-nurse-caring-for-a-patient's-wound,-with-gentle-hands"
vodka,a-bottle-of-vodka-with-a-label-featuring-a-russian-landscape-or-icon,a-cosmopolitan-cocktail-being-stirred-in-a-shaker,a-person-carefully-pouring-a-small-amount-of-vodka-into-a-measuring-cup,a-chilled-vodka-bottle-sitting-in-a-bucket-of-ice-on-a-summer-patio,a-chilled-bottle-of-vodka-with-a-decorative-label-in-a-home-bar,a-moscow-mule-cocktail-being-served-in-a-copper-mug,"a-bottle-of-flavored-vodka,-such-as-citrus-or-mint,-on-a-store-shelf","a-bottle-of-flavored-vodka,-such-as-citrus-or-berry,-sitting-on-a-store-shelf",a-group-of-friends-having-a-vodka-themed-party-with-decorations-and-games,"a-vodka-infused-dessert,-such-as-a-cake-or-ice-cream,-being-served","a-sleek,-modern-bar-with-a-bartender-expertly-mixing-a-cocktail","a-chilled-bottle-of-vodka-with-a-simple,-elegant-label-in-a-wine-cellar",a-shot-glass-filled-with-clear-liquid-being-raised-in-a-toast-at-a-dimly-lit-nightclub,a-bottle-of-vodka-being-opened-with-a-corkscrew-or-bottle-opener,a-chilled-shot-glass-sitting-on-a-granite-countertop,a-vodka-infused-coffee-drink-being-served-in-a-tall-glass,"a-sleek,-modern-bar-counter-with-bottles-of-various-spirits-lined-up",a-person-taking-a-shot-of-vodka-at-a-party-or-celebration,a-group-of-friends-cheering-and-clinking-glasses-at-a-party,a-bartender-expertly-measuring-out-a-shot-of-vodka,a-group-of-friends-cheering-and-clinking-shot-glasses-filled-with-clear-liquid,a-chilled-bottle-of-vodka-with-a-decorative-ice-bucket-or-wine-cooler,a-chilled-vodka-bottle-being-served-with-a-splash-of-juice-and-a-garnish,a-bartender-expertly-mixing-a-vodka-based-cocktail-with-a-blender,"a-sleek,-high-end-bottle-of-vodka-on-display-at-a-luxury-store"
volume,"a-measuring-cup-in-a-kitchen,-being-filled-with-water","a-calculator-displaying-calculations-for-volume,-such-as-cubic-feet",a-water-bottle-with-a-capacity-measurement-on-its-side,"a-person-holding-a-small,-precise-measuring-cup",a-set-of-differently-sized-containers-with-measurements-marked-on-them,"a-wine-bottle-on-a-wine-rack,-with-a-pour-spout-attached",a-set-of-equations-on-a-blackboard-showing-volume-calculations,a-person-holding-a-measuring-stick-in-a-construction-site,a-factory-worker-operating-a-large-mixing-machine,a-digital-display-showing-a-volume-level-on-a-music-player,a-set-of-weights-and-scales-in-a-gym,a-wine-bottle-with-a-cork-stopper-on-a-dinner-table,a-set-of-measuring-spoons-on-a-kitchen-counter,"a-gas-tank-on-the-side-of-a-car,-showing-fuel-level",a-person-holding-a-large-measuring-cup-filled-with-liquid,a-glass-filled-with-ice-and-a-colorful-cocktail,a-set-of-stacked-boxes-of-different-sizes-in-a-moving-truck,a-measuring-tape-hanging-on-a-wall-in-a-workshop,a-3d-model-of-a-house-on-a-computer-monitor,a-person-holding-a-gas-tank-at-a-fueling-station,a-diagram-illustrating-the-dimensions-of-a-building-on-a-blueprint,a-set-of-stacked-boxes-with-labels-indicating-their-volume,a-cylindrical-container-of-water-in-a-science-laboratory,a-glass-cylinder-containing-a-precise-amount-of-sand,"a-container-filled-with-colorful-marbles,-illustrating-a-unit-of-volume"
voter,a-person-holding-a-'i-voted'-sticker-on-their-jacket,a-person-using-a-voting-app-on-their-tablet-to-cast-a-ballot,a-person-looking-at-a-voting-machine-with-a-touchscreen-display,a-voter-registration-drive-table-with-clipboards-and-pens,a-person-reading-a-voter's-guide-on-a-tablet,a-ballot-drop-box-located-on-a-street-corner,a-person-wearing-a-'i-voted'-sticker-on-their-shirt,a-person-standing-in-a-line-at-a-polling-station-on-election-day,a-long-line-of-people-waiting-to-vote-on-election-day,a-person-holding-a-protest-sign-with-a-voting-rights-message,a-voter-registration-table-at-a-community-event,a-voter-education-table-with-information-on-voting-procedures,a-person-holding-a-voter-id-card-at-a-polling-station,a-person-voting-in-a-wheelchair-accessible-voting-booth,a-person-filling-out-a-voter-registration-form-on-a-desk,a-person-holding-a-'voting-rights'-sign-at-a-protest,a-voter's-registration-table-at-a-college-campus,"a-person-casting-their-vote-in-a-small,-rural-town",a-large-voting-machine-with-a-touchscreen-display-in-a-public-library,a-voter's-hand-holding-a-'vote-by-mail'-application,a-ballot-box-being-transported-to-a-polling-station,a-voting-precinct-with-a-map-of-the-district-on-the-wall,a-person-holding-a-sign-that-says-'get-out-and-vote',a-ballot-box-with-a-locked-lid-and-a-sign-that-says-'official-ballot-box',a-person-submitting-their-absentee-ballot-by-mail
wallet,a-person-using-a-wallet-to-store-business-cards,a-person-placing-their-wallet-on-a-counter-for-a-restaurant-check,a-wallet's-card-slots-and-cash-compartment-organized-and-tidy,a-wallet's-name-and-initials-embossed-on-the-front,a-stack-of-cash-being-counted-and-placed-into-a-wallet,a-wallet's-id-card-and-driver's-license-lying-on-a-wooden-desk,a-man's-hand-holding-a-wallet-while-checking-his-identification,a-driver's-license-and-a-credit-card-being-swiped-at-an-atm,a-stack-of-cash-bills-and-coins-spilling-out-of-a-cracked-wallet,a-wallet-with-a-rfid-blocking-material-and-a-credit-card-slot,a-person-using-a-wallet-to-swipe-a-credit-card-at-a-store,a-person-placing-a-hotel-room-key-into-their-wallet,a-wallet's-reflective-or-metallic-exterior,a-small-wallet-attached-to-a-keychain-on-a-keyring,a-driver's-license-being-swiped-at-a-store's-checkout-counter,a-wallet-with-a-cash-reserve-and-coins-on-a-nightstand,a-person-using-a-digital-wallet-on-their-smartphone,a-wallet-with-a-broken-strap-lying-on-a-sidewalk,a-leather-wallet-lying-open-on-a-cluttered-nightstand,a-person-asking-someone-to-hold-their-wallet-while-they-use-the-restroom,a-wallet's-receipts-and-invoices-scattered-across-a-table,"a-small,-compact-wallet-in-a-person's-front-pocket",a-vintage-wallet-with-a-unique-design-on-a-shelf,a-close-up-view-of-a-wallet's-cash-compartment-and-coins,a-traveler-carefully-packing-a-passport-and-wallet-into-a-carry-on-bag
walnut,a-walnut-being-chopped-into-small-pieces-with-a-chef's-knife,"a-walnut-tree-leaf-with-its-distinctive,-pointed-tip","a-stack-of-walnut-shells-with-their-brown,-papery-layers",a-bowl-filled-with-halves-of-walnut-shells-on-a-wooden-table,a-hiking-trail-with-a-walnut-tree-stump-in-the-background,a-bowl-of-halved-walnuts-sitting-on-a-kitchen-counter,a-walnut-shaped-decorative-vase-on-a-living-room-coffee-table,a-person-grinding-walnuts-into-flour-in-a-kitchen-grinder,a-bowl-of-walnut-based-trail-mix-with-dried-fruits-and-chocolate,"a-close-up-view-of-a-walnut's-ridged,-brown-surface","a-walnut-tree-with-branches-heavy-with-brown,-rounded-fruits",a-walnut-shell-being-swept-off-a-kitchen-floor-with-a-broom,a-walnut-shaped-candy-on-a-holiday-buffet-table,a-walnut-shaped-keychain-hanging-from-a-backpack,a-walnut-themed-cookie-jar-on-a-kitchen-countertop,a-walnut-wood-picture-frame-hanging-on-a-living-room-wall,"a-handful-of-walnuts-being-poured-from-a-small,-woven-basket","a-person-holding-a-small,-unshelled-walnut-in-their-hand",a-jar-of-walnut-halves-on-a-grocery-store-shelf,a-bowl-filled-with-cracked-walnut-halves-on-a-wooden-kitchen-table,a-walnut-tree-standing-tall-in-a-fall-landscape-with-changing-leaves,a-wooden-cutting-board-with-sliced-walnuts-scattered-across-it,"a-person-shelling-a-walnut-by-hand,-with-the-shell-pieces-scattered-around",a-person-shelling-walnuts-with-a-hammer-on-a-kitchen-counter,a-person-cracking-open-a-walnut-shell-with-a-nutcracker
walrus,a-walrus's-tusks-used-as-a-makeshift-anchor-on-a-rocky-outcropping,a-close-up-view-of-a-walrus's-whiskers,"a-person-standing-on-a-rocky-outcropping,-observing-a-walrus-from-a-distance",a-walrus-using-its-tusks-to-defend-itself-from-a-predator,a-group-of-walruses-playing-and-interacting-in-their-natural-habitat,"a-walrus's-ears,-which-are-small-and-rounded",a-walrus-using-its-body-to-block-a-seal-from-escaping-from-a-trap,"a-walrus-giving-birth-on-a-beach,-with-a-calf-emerging-from-the-water",a-walrus-using-its-snout-to-sniff-out-clams-in-the-sand,"a-large,-rounded-head-with-tusks-sticking-out-of-the-water-in-the-arctic-ocean",a-walrus's-flippers-flailing-as-it-breaks-through-the-surface,a-group-of-walruses-playing-in-the-shallows-of-a-arctic-lake,"a-large,-dark-shape-breaching-the-surface-of-the-water,-revealing-a-walrus's-head","a-walrus-basking-in-the-sun-on-a-rocky-outcropping,-with-its-eyes-closed","a-person-in-a-kayak-approaching-a-walrus-in-the-wild,-with-a-camera-in-hand",a-walrus's-body-glistening-with-water-droplets-after-a-swim,"a-person-holding-a-camera,-taking-a-photo-of-a-walrus","a-boat-approaching-a-group-of-walruses-in-the-distance,-on-a-calm-sea",a-walrus-lying-on-a-bed-of-seaweed-at-the-bottom-of-the-ocean,"a-walrus-giving-a-loud,-raspy-call-to-another-walrus",a-walrus's-massive-body-breaching-the-surface-of-the-water,a-researcher-studying-a-walrus's-behavior-in-a-controlled-environment,a-walrus's-snout-sniffing-the-seafloor-for-clams-and-mussels,"a-person-standing-on-the-edge-of-a-zodiac-boat,-observing-a-walrus",a-walrus's-tusks-held-firmly-in-a-diver's-hands
